,Prediction,Actual,isAccurate
4533,low,low,True
4534,mid,mid,True
4535,low,low,True
4536,low,high,False
4537,high,mid,False
4538,high,high,True
4539,high,high,True
4540,high,high,True
4541,high,high,True
4542,high,high,True
4543,high,mid,False
4544,high,mid,False
4545,high,high,True
4546,low,low,True
4547,mid,low,False
4548,high,mid,False
4549,high,high,True
4550,high,high,True
4551,high,mid,False
4552,high,mid,False
4553,high,mid,False
4554,high,high,True
4555,low,low,True
4556,mid,high,False
4557,high,high,True
4558,high,mid,False
4559,mid,mid,True
4560,mid,mid,True
4561,low,mid,False
4562,mid,low,False
4563,high,mid,False
4564,mid,mid,True
4565,high,high,True
4566,low,mid,False
4567,high,high,True
4568,high,high,True
4569,mid,mid,True
4570,high,mid,False
4571,high,high,True
4572,low,low,True
4573,high,high,True
4574,high,high,True
4575,low,low,True
4576,low,low,True
4577,low,low,True
4578,high,high,True
4579,high,mid,False
4580,low,low,True
4581,mid,mid,True
4582,low,low,True
4583,high,mid,False
4584,high,high,True
4585,low,low,True
4586,mid,mid,True
4587,high,high,True
4588,mid,low,False
4589,low,low,True
4590,high,mid,False
4591,high,high,True
4592,high,high,True
4593,low,high,False
4594,mid,high,False
4595,high,high,True
4596,low,low,True
4597,high,high,True
4598,mid,high,False
4599,high,high,True
4600,high,high,True
4601,high,high,True
4602,low,high,False
4603,mid,mid,True
4604,low,low,True
4605,high,high,True
4606,low,low,True
4607,mid,mid,True
4608,mid,mid,True
4609,low,mid,False
4610,low,low,True
4611,low,mid,False
4612,mid,high,False
4613,high,high,True
4614,high,high,True
4615,high,mid,False
4616,low,low,True
4617,high,mid,False
4618,high,high,True
4619,mid,mid,True
4620,high,high,True
4621,high,high,True
4622,high,high,True
4623,low,low,True
4624,low,low,True
4625,low,low,True
4626,high,mid,False
4627,high,mid,False
4628,low,low,True
4629,high,high,True
4630,mid,mid,True
4631,high,mid,False
4632,low,low,True
4633,mid,low,False
4634,high,high,True
4635,high,mid,False
4636,high,high,True
4637,high,mid,False
4638,low,low,True
4639,low,low,True
4640,low,low,True
4641,high,high,True
4642,high,high,True
4643,mid,mid,True
4644,mid,mid,True
4645,high,high,True
4646,high,high,True
4647,low,high,False
4648,low,mid,False
4649,low,mid,False
4650,mid,mid,True
4651,high,mid,False
4652,high,high,True
4653,mid,mid,True
4654,high,mid,False
4655,low,low,True
4656,mid,low,False
4657,high,mid,False
4658,mid,low,False
4659,mid,low,False
4660,low,low,True
4661,high,high,True
4662,low,mid,False
4663,high,mid,False
4664,mid,mid,True
4665,high,high,True
4666,high,high,True
4667,mid,low,False
4668,mid,high,False
4669,high,low,False
4670,low,mid,False
4671,high,mid,False
4672,high,mid,False
4673,low,mid,False
4674,high,high,True
4675,high,high,True
4676,high,high,True
4677,high,high,True
4678,mid,low,False
4679,high,high,True
4680,high,high,True
4681,low,low,True
4682,high,mid,False
4683,high,mid,False
4684,high,mid,False
4685,high,high,True
4686,mid,low,False
4687,mid,low,False
4688,high,mid,False
4689,high,mid,False
4690,high,mid,False
4691,high,high,True
4692,mid,low,False
4693,high,high,True
4694,mid,high,False
4695,high,high,True
4696,low,high,False
4697,low,mid,False
4698,mid,mid,True
4699,high,high,True
4700,low,low,True
4701,low,low,True
4702,high,high,True
4703,mid,mid,True
4704,low,low,True
4705,low,low,True
4706,high,mid,False
4707,high,high,True
4708,low,low,True
4709,high,high,True
4710,high,high,True
4711,high,high,True
4712,high,high,True
4713,high,high,True
4714,low,mid,False
4715,high,high,True
4716,low,mid,False
4717,high,high,True
4718,low,low,True
4719,high,mid,False
4720,high,high,True
4721,high,high,True
4722,high,high,True
4723,high,high,True
4724,high,high,True
4725,high,high,True
4726,high,mid,False
4727,high,mid,False
4728,high,mid,False
4729,high,high,True
4730,high,high,True
4731,high,mid,False
4732,mid,high,False
4733,low,low,True
4734,mid,high,False
4735,low,mid,False
4736,mid,mid,True
4737,mid,mid,True
4738,high,high,True
4739,mid,mid,True
4740,high,high,True
4741,high,high,True
4742,mid,high,False
4743,mid,high,False
4744,high,high,True
4745,high,high,True
4746,high,mid,False
4747,high,high,True
4748,high,high,True
4749,mid,mid,True
4750,low,low,True
4751,mid,high,False
4752,low,low,True
4753,mid,low,False
4754,high,high,True
4755,high,high,True
4756,high,high,True
4757,low,low,True
4758,low,low,True
4759,high,high,True
4760,low,low,True
4761,high,high,True
4762,high,high,True
4763,high,high,True
4764,mid,low,False
4765,high,high,True
4766,high,high,True
4767,high,high,True
4768,low,low,True
4769,low,low,True
4770,mid,mid,True
4771,high,high,True
4772,mid,low,False
4773,high,high,True
4774,high,high,True
4775,low,low,True
4776,high,high,True
4777,high,mid,False
4778,high,high,True
4779,high,mid,False
4780,high,high,True
4781,mid,mid,True
4782,high,mid,False
4783,high,mid,False
4784,high,mid,False
4785,low,low,True
4786,low,high,False
4787,high,high,True
4788,high,high,True
4789,high,high,True
4790,high,high,True
4791,high,high,True
4792,high,high,True
4793,high,high,True
4794,low,mid,False
4795,mid,low,False
4796,low,mid,False
4797,high,high,True
4798,high,high,True
4799,high,high,True
4800,low,mid,False
4801,high,high,True
4802,low,low,True
4803,mid,high,False
4804,mid,mid,True
4805,high,mid,False
4806,high,high,True
4807,high,high,True
4808,high,mid,False
4809,mid,low,False
4810,low,low,True
4811,high,high,True
4812,mid,mid,True
4813,high,high,True
4814,low,high,False
4815,high,high,True
4816,high,high,True
4817,low,mid,False
4818,high,high,True
4819,low,low,True
4820,high,high,True
4821,high,high,True
4822,high,high,True
4823,high,high,True
4824,mid,low,False
4825,high,high,True
4826,mid,low,False
4827,high,high,True
4828,high,high,True
4829,high,low,False
4830,high,high,True
4831,low,mid,False
4832,low,low,True
4833,high,high,True
4834,high,mid,False
4835,high,high,True
4836,high,mid,False
4837,low,high,False
4838,low,mid,False
4839,high,mid,False
4840,high,high,True
4841,high,high,True
4842,high,mid,False
4843,high,high,True
4844,mid,low,False
4845,high,high,True
4846,high,high,True
4847,high,high,True
4848,high,high,True
4849,mid,low,False
4850,high,high,True
4851,low,low,True
4852,high,high,True
4853,high,high,True
4854,high,high,True
4855,low,low,True
4856,mid,mid,True
4857,mid,low,False
4858,low,mid,False
4859,high,high,True
4860,low,mid,False
4861,mid,low,False
4862,high,high,True
4863,high,high,True
4864,high,mid,False
4865,low,low,True
4866,high,high,True
4867,high,high,True
4868,low,low,True
4869,mid,mid,True
4870,mid,mid,True
4871,mid,mid,True
4872,high,high,True
4873,high,high,True
4874,high,high,True
4875,low,low,True
4876,low,low,True
4877,high,high,True
4878,high,high,True
4879,mid,mid,True
4880,low,mid,False
4881,high,high,True
4882,high,high,True
4883,mid,high,False
4884,high,high,True
4885,low,low,True
4886,low,low,True
4887,mid,mid,True
4888,high,high,True
4889,high,high,True
4890,high,high,True
4891,low,low,True
4892,low,low,True
4893,high,mid,False
4894,mid,high,False
4895,high,high,True
4896,high,high,True
4897,high,mid,False
4898,low,low,True
4899,high,high,True
4900,low,low,True
4901,high,high,True
4902,high,mid,False
4903,mid,mid,True
4904,high,high,True
4905,mid,high,False
4906,low,mid,False
4907,high,high,True
4908,mid,mid,True
4909,high,high,True
4910,high,high,True
4911,mid,high,False
4912,high,mid,False
4913,low,mid,False
4914,high,high,True
4915,high,high,True
4916,mid,mid,True
4917,high,mid,False
4918,high,mid,False
4919,high,mid,False
4920,high,high,True
4921,low,mid,False
4922,low,low,True
4923,high,high,True
4924,low,low,True
4925,high,mid,False
4926,high,mid,False
4927,mid,mid,True
4928,low,low,True
4929,high,high,True
4930,low,low,True
4931,low,low,True
4932,high,high,True
4933,high,mid,False
4934,high,mid,False
4935,mid,mid,True
4936,high,mid,False
4937,high,high,True
4938,high,mid,False
4939,high,high,True
4940,high,mid,False
4941,high,mid,False
4942,high,low,False
4943,high,mid,False
4944,mid,mid,True
4945,high,high,True
4946,mid,high,False
4947,high,high,True
4948,high,high,True
4949,low,low,True
4950,high,high,True
4951,mid,mid,True
4952,high,high,True
4953,high,high,True
4954,mid,low,False
4955,low,low,True
4956,low,high,False
4957,mid,mid,True
4958,high,high,True
4959,high,high,True
4960,low,low,True
4961,high,mid,False
4962,mid,high,False
4963,high,high,True
4964,high,high,True
4965,high,high,True
4966,high,high,True
4967,low,mid,False
4968,high,high,True
4969,high,high,True
4970,low,low,True
4971,high,high,True
4972,mid,mid,True
4973,low,low,True
4974,low,low,True
4975,mid,high,False
4976,high,high,True
4977,high,mid,False
4978,high,high,True
4979,high,high,True
4980,high,mid,False
4981,high,high,True
4982,high,high,True
4983,low,mid,False
4984,mid,mid,True
4985,low,mid,False
4986,mid,mid,True
4987,mid,mid,True
4988,high,high,True
4989,mid,mid,True
4990,high,high,True
4991,mid,high,False
4992,low,low,True
4993,high,mid,False
4994,low,low,True
4995,high,high,True
4996,high,high,True
4997,high,high,True
4998,high,high,True
4999,high,high,True
5000,mid,high,False
5001,mid,mid,True
5002,high,mid,False
5003,high,high,True
5004,mid,mid,True
5005,high,mid,False
5006,mid,mid,True
5007,high,high,True
5008,high,high,True
5009,low,low,True
5010,low,low,True
5011,high,mid,False
5012,high,high,True
5013,low,low,True
5014,low,low,True
5015,high,high,True
5016,low,low,True
5017,low,mid,False
5018,low,low,True
5019,high,high,True
5020,high,high,True
5021,mid,mid,True
5022,mid,mid,True
5023,high,high,True
5024,mid,mid,True
5025,high,high,True
5026,mid,high,False
5027,mid,mid,True
5028,mid,low,False
5029,low,low,True
5030,high,high,True
5031,high,high,True
5032,high,high,True
5033,high,mid,False
5034,mid,high,False
5035,high,high,True
5036,high,high,True
5037,mid,mid,True
5038,mid,mid,True
5039,high,high,True
5040,high,high,True
5041,high,high,True
5042,low,low,True
5043,high,high,True
5044,high,high,True
5045,high,high,True
5046,high,high,True
5047,low,low,True
5048,high,high,True
5049,low,mid,False
5050,mid,high,False
5051,low,low,True
5052,high,mid,False
5053,mid,mid,True
5054,high,mid,False
5055,high,high,True
5056,high,mid,False
5057,high,high,True
5058,low,low,True
5059,low,mid,False
5060,high,high,True
5061,high,high,True
5062,high,high,True
5063,high,high,True
5064,low,mid,False
5065,high,high,True
5066,high,high,True
5067,high,mid,False
5068,high,high,True
5069,high,high,True
5070,high,mid,False
5071,high,mid,False
5072,high,high,True
5073,mid,high,False
5074,high,high,True
5075,mid,mid,True
5076,high,high,True
5077,high,high,True
5078,low,low,True
5079,mid,mid,True
5080,low,low,True
5081,high,mid,False
5082,high,high,True
5083,high,high,True
5084,mid,mid,True
5085,high,high,True
5086,high,high,True
5087,low,low,True
5088,low,mid,False
5089,high,high,True
5090,low,mid,False
5091,mid,mid,True
5092,low,mid,False
5093,high,high,True
5094,mid,mid,True
5095,high,high,True
5096,high,high,True
5097,low,low,True
5098,high,low,False
5099,high,high,True
5100,high,mid,False
5101,mid,mid,True
5102,low,low,True
5103,mid,low,False
5104,high,mid,False
5105,high,high,True
5106,high,high,True
5107,high,high,True
5108,high,high,True
5109,low,low,True
5110,high,high,True
5111,low,mid,False
5112,high,high,True
5113,low,low,True
5114,mid,low,False
5115,high,high,True
5116,low,low,True
5117,high,high,True
5118,high,high,True
5119,low,mid,False
5120,high,high,True
5121,mid,high,False
5122,low,low,True
5123,low,mid,False
5124,low,mid,False
5125,high,high,True
5126,high,high,True
5127,low,low,True
5128,high,high,True
5129,high,high,True
5130,low,low,True
5131,mid,mid,True
5132,high,high,True
5133,high,high,True
5134,high,high,True
5135,high,high,True
5136,mid,mid,True
5137,high,high,True
5138,low,mid,False
5139,high,high,True
5140,high,high,True
5141,low,low,True
5142,high,high,True
5143,low,mid,False
5144,low,low,True
5145,high,high,True
5146,high,high,True
5147,low,low,True
5148,mid,high,False
5149,low,low,True
5150,high,high,True
5151,high,mid,False
5152,high,high,True
5153,high,mid,False
5154,high,mid,False
5155,mid,mid,True
5156,high,high,True
5157,mid,high,False
5158,low,low,True
5159,low,low,True
5160,high,mid,False
5161,high,mid,False
5162,high,high,True
5163,high,high,True
5164,high,high,True
5165,high,high,True
5166,high,high,True
5167,mid,mid,True
5168,high,mid,False
5169,high,low,False
5170,low,low,True
5171,high,high,True
5172,high,high,True
5173,high,high,True
5174,high,high,True
5175,high,high,True
5176,high,high,True
5177,mid,low,False
5178,low,low,True
5179,high,mid,False
5180,low,low,True
5181,low,low,True
5182,low,low,True
5183,high,high,True
5184,low,low,True
5185,high,high,True
5186,high,high,True
5187,high,high,True
5188,high,high,True
5189,low,mid,False
5190,low,mid,False
5191,low,low,True
5192,high,mid,False
5193,low,low,True
5194,low,high,False
5195,low,low,True
5196,high,high,True
5197,high,high,True
5198,high,high,True
5199,high,high,True
5200,mid,high,False
5201,high,high,True
5202,mid,low,False
5203,high,high,True
5204,low,mid,False
5205,low,low,True
5206,high,high,True
5207,high,high,True
5208,mid,low,False
5209,low,low,True
5210,high,high,True
5211,high,mid,False
5212,high,high,True
5213,low,mid,False
5214,high,high,True
5215,high,high,True
5216,high,high,True
5217,high,high,True
5218,low,low,True
5219,high,high,True
5220,high,high,True
5221,mid,high,False
5222,low,mid,False
5223,high,high,True
5224,low,low,True
5225,low,low,True
5226,low,mid,False
5227,low,low,True
5228,high,high,True
5229,high,high,True
5230,high,mid,False
5231,high,high,True
5232,high,high,True
5233,mid,high,False
5234,low,low,True
5235,low,low,True
5236,high,mid,False
5237,high,high,True
5238,mid,high,False
5239,high,high,True
5240,low,mid,False
5241,high,high,True
5242,mid,mid,True
5243,mid,low,False
5244,high,high,True
5245,low,low,True
5246,low,high,False
5247,low,low,True
5248,high,high,True
5249,high,high,True
5250,mid,mid,True
5251,high,mid,False
5252,low,low,True
5253,high,high,True
5254,mid,mid,True
5255,low,low,True
5256,low,low,True
5257,low,low,True
5258,high,high,True
5259,mid,mid,True
5260,low,low,True
5261,mid,high,False
5262,mid,mid,True
5263,mid,high,False
5264,high,mid,False
5265,high,high,True
5266,high,mid,False
5267,low,low,True
5268,high,high,True
5269,high,high,True
5270,mid,mid,True
5271,high,high,True
5272,low,low,True
5273,mid,high,False
5274,high,high,True
5275,mid,mid,True
5276,high,high,True
5277,low,low,True
5278,mid,mid,True
5279,high,high,True
5280,low,mid,False
5281,low,mid,False
5282,high,high,True
5283,low,high,False
5284,high,high,True
5285,low,mid,False
5286,low,low,True
5287,high,high,True
5288,high,high,True
5289,high,high,True
5290,high,high,True
5291,low,low,True
5292,high,high,True
5293,high,high,True
5294,high,mid,False
5295,high,high,True
5296,high,high,True
5297,mid,mid,True
5298,high,high,True
5299,low,low,True
5300,high,high,True
5301,high,high,True
5302,high,high,True
5303,low,low,True
5304,mid,high,False
5305,high,mid,False
5306,high,high,True
5307,high,high,True
5308,high,high,True
5309,high,high,True
5310,low,mid,False
5311,high,high,True
5312,low,mid,False
5313,low,low,True
5314,high,high,True
5315,high,low,False
5316,mid,low,False
5317,low,high,False
5318,high,high,True
5319,high,high,True
5320,mid,mid,True
5321,high,high,True
5322,high,high,True
5323,low,low,True
5324,high,high,True
5325,high,high,True
5326,mid,mid,True
5327,mid,mid,True
5328,high,mid,False
5329,high,high,True
5330,high,high,True
5331,low,high,False
5332,low,high,False
5333,high,mid,False
5334,high,high,True
5335,high,high,True
5336,high,high,True
5337,mid,low,False
5338,high,mid,False
5339,high,high,True
5340,high,high,True
5341,high,mid,False
5342,mid,mid,True
5343,high,mid,False
5344,low,low,True
5345,high,mid,False
5346,low,low,True
5347,low,low,True
5348,low,low,True
5349,mid,mid,True
5350,high,high,True
5351,low,low,True
5352,mid,mid,True
5353,low,low,True
5354,low,mid,False
5355,high,high,True
5356,low,low,True
5357,high,high,True
5358,low,low,True
5359,high,mid,False
5360,high,high,True
5361,low,low,True
5362,mid,mid,True
5363,high,high,True
5364,mid,high,False
5365,high,high,True
5366,high,high,True
5367,low,low,True
5368,mid,high,False
5369,high,high,True
5370,low,high,False
5371,high,high,True
5372,high,mid,False
5373,high,high,True
5374,high,high,True
5375,high,high,True
5376,high,high,True
5377,high,high,True
5378,mid,low,False
5379,low,low,True
5380,low,low,True
5381,mid,mid,True
5382,mid,mid,True
5383,high,high,True
5384,high,high,True
5385,low,low,True
5386,high,high,True
5387,high,high,True
5388,high,high,True
5389,low,low,True
5390,high,high,True
5391,high,mid,False
5392,high,mid,False
5393,high,high,True
5394,low,low,True
5395,low,low,True
5396,high,high,True
5397,high,high,True
5398,mid,mid,True
5399,high,mid,False
5400,high,mid,False
5401,low,low,True
5402,high,high,True
5403,high,mid,False
5404,high,high,True
5405,mid,mid,True
5406,low,low,True
5407,mid,mid,True
5408,low,low,True
5409,high,high,True
5410,low,mid,False
5411,low,low,True
5412,high,high,True
5413,high,mid,False
5414,mid,mid,True
5415,high,mid,False
5416,mid,mid,True
5417,high,high,True
5418,high,high,True
5419,high,high,True
5420,high,mid,False
5421,high,high,True
5422,high,high,True
5423,high,high,True
5424,low,low,True
5425,high,high,True
5426,high,mid,False
5427,high,high,True
5428,high,high,True
5429,high,high,True
5430,mid,mid,True
5431,high,mid,False
5432,high,mid,False
5433,low,low,True
5434,mid,high,False
5435,low,low,True
5436,high,mid,False
5437,mid,high,False
5438,high,high,True
5439,high,high,True
5440,low,low,True
5441,high,high,True
5442,high,high,True
5443,high,high,True
5444,high,high,True
5445,high,high,True
5446,high,mid,False
5447,mid,mid,True
5448,high,high,True
5449,mid,high,False
5450,high,high,True
5451,high,high,True
5452,mid,mid,True
5453,low,mid,False
5454,high,high,True
5455,low,low,True
5456,low,low,True
5457,low,low,True
5458,high,high,True
5459,high,high,True
5460,mid,mid,True
5461,low,low,True
5462,high,high,True
5463,high,high,True
5464,mid,mid,True
5465,high,low,False
5466,high,mid,False
5467,high,mid,False
5468,high,high,True
5469,high,mid,False
5470,high,high,True
5471,high,high,True
5472,high,high,True
5473,high,mid,False
5474,high,high,True
5475,high,high,True
5476,high,high,True
5477,high,high,True
5478,high,mid,False
5479,high,high,True
5480,high,high,True
5481,low,low,True
5482,high,high,True
5483,high,high,True
5484,high,high,True
5485,mid,high,False
5486,high,mid,False
5487,high,mid,False
5488,high,high,True
5489,low,mid,False
5490,low,low,True
5491,mid,mid,True
5492,high,high,True
5493,high,high,True
5494,mid,high,False
5495,high,high,True
5496,mid,low,False
5497,high,high,True
5498,high,high,True
5499,high,high,True
5500,high,high,True
5501,low,high,False
5502,high,high,True
5503,high,high,True
5504,high,high,True
5505,low,low,True
5506,low,mid,False
5507,high,high,True
5508,low,low,True
5509,mid,mid,True
5510,high,high,True
5511,high,high,True
5512,low,low,True
5513,high,high,True
5514,mid,mid,True
5515,high,mid,False
5516,mid,high,False
5517,high,high,True
5518,high,high,True
5519,low,mid,False
5520,high,high,True
5521,high,mid,False
5522,high,mid,False
5523,high,high,True
5524,low,low,True
5525,high,mid,False
5526,mid,high,False
5527,low,mid,False
5528,mid,high,False
5529,low,low,True
5530,low,low,True
5531,high,high,True
5532,mid,high,False
5533,mid,mid,True
5534,low,low,True
5535,high,high,True
5536,high,high,True
5537,high,high,True
5538,high,mid,False
5539,high,high,True
5540,mid,low,False
5541,mid,mid,True
5542,high,mid,False
5543,high,mid,False
5544,low,mid,False
5545,high,mid,False
5546,low,low,True
5547,high,high,True
5548,mid,high,False
5549,high,high,True
5550,mid,high,False
5551,high,high,True
5552,high,high,True
5553,high,high,True
5554,high,high,True
5555,high,high,True
5556,high,high,True
5557,low,low,True
5558,high,mid,False
5559,high,high,True
5560,low,mid,False
5561,mid,mid,True
5562,high,high,True
5563,low,low,True
5564,mid,mid,True
5565,high,high,True
5566,mid,mid,True
5567,high,high,True
5568,high,high,True
5569,mid,low,False
5570,high,high,True
5571,low,high,False
5572,high,high,True
5573,low,low,True
5574,low,low,True
5575,low,low,True
5576,mid,low,False
5577,mid,mid,True
5578,mid,mid,True
5579,mid,mid,True
5580,high,high,True
5581,high,mid,False
5582,mid,mid,True
5583,high,high,True
5584,mid,mid,True
5585,mid,mid,True
5586,high,high,True
5587,low,low,True
5588,high,high,True
5589,low,low,True
5590,mid,low,False
5591,high,high,True
5592,low,mid,False
5593,low,mid,False
5594,high,high,True
5595,high,high,True
5596,high,high,True
5597,high,high,True
5598,mid,mid,True
5599,high,high,True
5600,high,high,True
5601,high,high,True
5602,mid,mid,True
5603,high,high,True
5604,high,high,True
5605,high,mid,False
5606,high,high,True
5607,mid,high,False
5608,high,high,True
5609,high,high,True
5610,mid,high,False
5611,high,high,True
5612,high,mid,False
5613,mid,mid,True
5614,high,high,True
5615,mid,low,False
5616,high,high,True
5617,mid,mid,True
5618,low,low,True
5619,high,high,True
5620,low,low,True
5621,low,low,True
5622,high,high,True
5623,low,low,True
5624,low,low,True
5625,high,high,True
5626,low,mid,False
5627,high,low,False
5628,high,high,True
5629,low,mid,False
5630,high,mid,False
5631,high,mid,False
5632,high,mid,False
5633,mid,low,False
5634,low,low,True
5635,mid,mid,True
5636,low,mid,False
5637,mid,high,False
5638,high,high,True
5639,mid,mid,True
5640,mid,low,False
5641,high,high,True
5642,low,mid,False
5643,mid,high,False
5644,low,low,True
5645,mid,high,False
5646,low,low,True
5647,high,high,True
5648,high,mid,False
5649,high,mid,False
5650,high,high,True
5651,high,high,True
5652,high,high,True
5653,high,low,False
5654,mid,low,False
5655,mid,high,False
5656,low,low,True
5657,mid,mid,True
5658,high,mid,False
5659,high,high,True
5660,low,low,True
5661,high,high,True
5662,low,low,True
5663,high,mid,False
5664,low,low,True
5665,high,high,True
5666,high,high,True
5667,high,high,True
5668,high,low,False
5669,low,mid,False
5670,low,mid,False
5671,high,high,True
5672,high,high,True
5673,mid,high,False
5674,low,low,True
5675,high,high,True
5676,high,high,True
5677,high,high,True
5678,high,high,True
5679,mid,high,False
5680,high,high,True
5681,mid,mid,True
5682,high,high,True
5683,mid,high,False
5684,low,low,True
5685,high,high,True
5686,low,mid,False
5687,low,low,True
5688,high,high,True
5689,low,high,False
5690,low,low,True
5691,high,high,True
5692,mid,mid,True
5693,high,high,True
5694,high,high,True
5695,mid,low,False
5696,low,low,True
5697,high,mid,False
5698,high,high,True
5699,high,high,True
5700,mid,low,False
5701,mid,mid,True
5702,mid,mid,True
5703,mid,mid,True
5704,high,high,True
5705,high,high,True
5706,mid,low,False
5707,high,high,True
5708,high,high,True
5709,mid,mid,True
5710,low,low,True
5711,high,high,True
5712,mid,mid,True
5713,low,low,True
5714,high,high,True
5715,low,low,True
5716,mid,low,False
5717,low,mid,False
5718,mid,mid,True
5719,high,mid,False
5720,low,low,True
5721,high,mid,False
5722,mid,low,False
5723,high,high,True
5724,high,mid,False
5725,high,high,True
5726,low,low,True
5727,mid,mid,True
5728,high,high,True
5729,high,mid,False
5730,mid,mid,True
5731,low,high,False
5732,high,mid,False
5733,high,high,True
5734,high,high,True
5735,low,mid,False
5736,high,high,True
5737,high,high,True
5738,high,mid,False
5739,high,high,True
5740,low,low,True
5741,low,low,True
5742,high,high,True
5743,high,high,True
5744,high,mid,False
5745,high,mid,False
5746,high,high,True
5747,mid,low,False
5748,mid,high,False
5749,high,high,True
5750,high,high,True
5751,mid,mid,True
5752,mid,high,False
5753,high,high,True
5754,high,high,True
5755,mid,mid,True
5756,high,high,True
5757,mid,mid,True
5758,mid,mid,True
5759,high,high,True
5760,low,mid,False
5761,low,mid,False
5762,mid,mid,True
5763,low,mid,False
5764,high,high,True
5765,low,mid,False
5766,high,high,True
5767,low,low,True
5768,high,mid,False
5769,low,high,False
5770,high,high,True
5771,mid,high,False
5772,mid,high,False
5773,low,low,True
5774,low,low,True
5775,low,low,True
5776,mid,mid,True
5777,mid,low,False
5778,high,high,True
5779,low,low,True
5780,low,low,True
5781,high,high,True
5782,low,low,True
5783,high,mid,False
5784,low,low,True
5785,low,low,True
5786,high,high,True
5787,high,high,True
5788,high,mid,False
5789,low,low,True
5790,mid,low,False
5791,high,high,True
5792,high,high,True
5793,high,high,True
5794,high,mid,False
5795,high,high,True
5796,high,high,True
5797,mid,mid,True
5798,low,high,False
5799,high,high,True
5800,high,high,True
5801,mid,high,False
5802,high,high,True
5803,high,high,True
5804,high,high,True
5805,high,high,True
5806,high,mid,False
5807,high,mid,False
5808,low,low,True
5809,low,low,True
5810,high,high,True
5811,low,low,True
5812,high,high,True
5813,mid,mid,True
5814,high,high,True
5815,low,low,True
5816,high,high,True
5817,high,mid,False
5818,high,high,True
5819,high,high,True
5820,high,high,True
5821,high,high,True
5822,low,mid,False
5823,low,low,True
5824,low,low,True
5825,high,high,True
5826,high,high,True
5827,high,high,True
5828,high,mid,False
5829,high,mid,False
5830,high,mid,False
5831,high,high,True
5832,high,high,True
5833,low,low,True
5834,high,high,True
5835,high,high,True
5836,high,mid,False
5837,mid,mid,True
5838,high,high,True
5839,low,low,True
5840,high,high,True
5841,high,mid,False
5842,high,high,True
5843,low,low,True
5844,high,high,True
5845,low,low,True
5846,high,high,True
5847,low,low,True
5848,high,high,True
5849,mid,low,False
5850,high,low,False
5851,low,low,True
5852,high,high,True
5853,high,high,True
5854,high,high,True
5855,high,high,True
5856,mid,mid,True
5857,high,high,True
5858,high,high,True
5859,high,high,True
5860,high,high,True
5861,low,low,True
5862,high,high,True
5863,high,high,True
5864,mid,mid,True
5865,mid,mid,True
5866,mid,mid,True
5867,high,high,True
5868,low,mid,False
5869,mid,mid,True
5870,mid,low,False
5871,high,high,True
5872,high,high,True
5873,high,high,True
5874,low,low,True
5875,high,high,True
5876,mid,mid,True
5877,high,mid,False
5878,mid,mid,True
5879,mid,mid,True
5880,high,high,True
5881,low,low,True
5882,high,high,True
5883,high,mid,False
5884,high,mid,False
5885,high,high,True
5886,high,high,True
5887,high,high,True
5888,low,low,True
5889,high,high,True
5890,low,low,True
5891,high,mid,False
5892,high,high,True
5893,high,high,True
5894,high,mid,False
5895,high,high,True
5896,mid,low,False
5897,high,high,True
5898,high,high,True
5899,high,high,True
5900,low,low,True
5901,low,low,True
5902,high,high,True
5903,low,low,True
5904,high,high,True
5905,high,high,True
5906,high,high,True
5907,high,high,True
5908,high,high,True
5909,high,high,True
5910,high,high,True
5911,high,high,True
5912,low,mid,False
5913,low,low,True
5914,low,high,False
5915,low,mid,False
5916,high,high,True
5917,mid,mid,True
5918,high,high,True
5919,high,high,True
5920,low,low,True
5921,mid,high,False
5922,high,high,True
5923,high,high,True
5924,high,high,True
5925,mid,high,False
5926,high,high,True
5927,high,mid,False
5928,high,high,True
5929,high,low,False
5930,high,high,True
5931,high,high,True
5932,low,low,True
5933,low,low,True
5934,low,low,True
5935,high,high,True
5936,high,high,True
5937,high,mid,False
5938,high,high,True
5939,low,low,True
5940,high,mid,False
5941,low,low,True
5942,mid,high,False
5943,high,high,True
5944,low,low,True
5945,high,high,True
5946,mid,high,False
5947,low,low,True
5948,low,low,True
5949,low,low,True
5950,high,high,True
5951,high,high,True
5952,high,high,True
5953,low,high,False
5954,low,low,True
5955,low,low,True
5956,high,high,True
5957,high,low,False
5958,high,high,True
5959,high,mid,False
5960,mid,mid,True
5961,mid,mid,True
5962,high,high,True
5963,high,high,True
5964,high,high,True
5965,high,mid,False
5966,low,low,True
5967,high,high,True
5968,low,low,True
5969,low,mid,False
5970,high,high,True
5971,high,high,True
5972,high,high,True
5973,high,mid,False
5974,high,mid,False
5975,low,low,True
5976,high,high,True
5977,high,high,True
5978,low,low,True
5979,high,mid,False
5980,high,high,True
5981,high,high,True
5982,high,high,True
5983,high,high,True
5984,high,low,False
5985,high,high,True
5986,high,mid,False
5987,high,high,True
5988,high,high,True
5989,low,mid,False
5990,mid,mid,True
5991,low,low,True
5992,high,mid,False
5993,mid,mid,True
5994,low,mid,False
5995,low,low,True
5996,high,high,True
5997,low,mid,False
5998,low,mid,False
5999,high,high,True
6000,low,mid,False
6001,low,low,True
6002,high,high,True
6003,high,high,True
6004,low,low,True
6005,high,high,True
6006,high,high,True
6007,high,high,True
6008,high,mid,False
6009,high,high,True
